Fecha,Cierre,Apertura,Máximo,Mínimo,Vol,% var
2017-10-17,1284.4,"1,296.00","1,296.00","1,282.30",0.78K,-1.29%
2017-10-18,1281.2,"1,285.00","1,288.50","1,277.50",0.49K,-0.25%
2017-10-19,1288.1,"1,280.40","1,289.70","1,277.00",0.51K,0.54%
2017-10-20,1278.6,"1,290.00","1,290.60","1,278.30",0.56K,-0.74%
2017-10-23,1278.8,"1,277.00","1,282.20","1,272.30",1.15K,0.02%
2017-10-24,1275.8,"1,280.70","1,282.20","1,272.70",0.45K,-0.23%
2017-10-25,1276.3,"1,275.90","1,277.90","1,269.60",0.57K,0.04%
2017-10-26,1266.8,"1,276.60","1,280.50","1,264.20",0.27K,-0.74%
2017-10-27,1268.2,"1,264.40","1,270.20","1,261.80",0.57K,0.11%
2017-10-30,1277.7,"1,274.30","1,279.90","1,269.80",260.08K,0.75%
2017-10-31,1270.5,"1,277.60","1,279.10","1,268.30",272.51K,-0.56%
2017-11-01,1277.3,"1,271.80","1,281.90","1,268.50",384.64K,0.54%
2017-11-02,1278.1,"1,275.20","1,285.10","1,274.00",380.14K,0.06%
2017-11-03,1269.2,"1,277.50","1,281.20","1,265.90",373.41K,-0.70%
2017-11-06,1281.6,"1,270.70","1,283.90","1,266.40",354.77K,0.98%
2017-11-07,1275.8,"1,282.60","1,282.80","1,272.30",337.27K,-0.45%
2017-11-08,1283.7,"1,276.40","1,288.10","1,276.10",358.13K,0.62%
2017-11-09,1287.5,"1,282.10","1,289.50","1,280.50",394.18K,0.30%
2017-11-10,1274.2,"1,286.00","1,287.70","1,273.60",354.58K,-1.03%
2017-11-13,1278.9,"1,275.30","1,279.90","1,274.40",220.91K,0.37%
2017-11-14,1282.9,"1,278.90","1,283.80","1,269.70",355.20K,0.31%
2017-11-15,1277.7,"1,280.70","1,290.00","1,276.50",433.65K,-0.41%
2017-11-16,1278.2,"1,278.00","1,281.80","1,274.90",274.43K,0.04%
2017-11-17,1296.5,"1,278.80","1,297.50","1,278.10",387.02K,1.43%
2017-11-20,1275.3,"1,294.10","1,295.10","1,274.10",425.16K,-1.64%
2017-11-21,1281.7,"1,276.60","1,284.50","1,275.80",330.15K,0.50%
2017-11-22,1292.2,"1,280.60","1,294.60","1,278.60",390.31K,0.82%
2017-11-23,1287.3,"1,291.90","1,293.30","1,285.10",347.03K,-0.38%
2017-11-24,1287.3,"1,291.90","1,293.30","1,285.10",347.03K,0.00%
2017-11-27,1294.4,"1,288.00","1,299.00","1,286.20",321.35K,0.55%
2017-11-28,1294.9,"1,293.90","1,297.00","1,290.10",275.44K,0.04%
2017-11-29,1283.7,"1,294.40","1,297.30","1,282.80",1.84K,-0.86%
2017-11-30,1274.8,"1,284.50","1,286.00","1,271.30",1.61K,-0.69%
2017-12-01,1280.2,"1,276.00","1,290.00","1,272.70",2.52K,0.42%
2017-12-04,1275.5,"1,278.90","1,278.90","1,271.50",1.15K,-0.37%
2017-12-05,1263.0,"1,277.00","1,277.70","1,261.40",1.39K,-0.98%
2017-12-06,1264.3,"1,266.30","1,269.70","1,263.50",0.57K,0.10%
2017-12-07,1251.4,"1,263.90","1,263.90","1,244.50",1.01K,-1.02%
2017-12-08,1246.5,"1,247.40","1,252.00","1,243.10",0.63K,-0.39%
2017-12-11,1245.1,"1,248.70","1,251.40","1,240.70",0.49K,-0.11%
2017-12-12,1239.8,"1,241.90","1,245.60","1,236.50",0.80K,-0.43%
2017-12-13,1246.9,"1,244.00","1,257.50","1,240.80",1.00K,0.57%
2017-12-14,1255.3,"1,255.60","1,259.70","1,251.10",0.54K,0.67%
2017-12-15,1255.8,"1,254.40","1,262.40","1,254.00",0.87K,0.04%
2017-12-18,1263.7,"1,254.90","1,265.20","1,254.90",0.28K,0.63%
2017-12-19,1262.4,"1,262.30","1,266.50","1,260.80",0.58K,-0.10%
2017-12-20,1267.8,"1,263.10","1,269.40","1,262.90",0.43K,0.43%
2017-12-21,1268.8,"1,267.70","1,270.50","1,265.50",0.39K,0.08%
2017-12-22,1277.0,"1,268.10","1,278.50","1,267.30",0.50K,0.65%
2017-12-26,1285.5,"1,276.20","1,286.10","1,276.20",0.38K,0.67%
2017-12-27,1288.3,"1,285.00","1,290.00","1,283.70",0.46K,0.22%
2017-12-28,1297.2,"1,292.00","1,297.30","1,290.50",225.66K,0.69%
2017-12-29,1309.3,"1,297.50","1,309.80","1,296.10",241.27K,0.93%
2018-01-02,1316.1,"1,305.30","1,320.40","1,304.60",279.73K,0.52%
2018-01-03,1318.5,"1,319.00","1,323.00","1,308.90",353.46K,0.18%
2018-01-04,1321.6,"1,315.50","1,327.30","1,307.10",369.85K,0.24%
2018-01-05,1322.3,"1,324.40","1,324.70","1,314.60",330.23K,0.05%
2018-01-08,1320.4,"1,321.80","1,323.00","1,315.70",246.09K,-0.14%
2018-01-09,1313.7,"1,321.20","1,321.40","1,309.50",333.53K,-0.51%
2018-01-10,1319.3,"1,313.30","1,328.60","1,308.90",391.66K,0.43%
2018-01-11,1322.5,"1,317.50","1,324.70","1,316.10",264.30K,0.24%
2018-01-12,1334.9,"1,323.60","1,340.00","1,320.80",365.20K,0.94%
2018-01-15,1337.1,"1,337.30","1,345.00","1,332.10",499.76K,0.16%
2018-01-16,1337.1,"1,337.30","1,345.00","1,332.10",499.76K,0.00%
2018-01-17,1339.2,"1,339.00","1,344.50","1,326.60",365.87K,0.16%
2018-01-18,1327.2,"1,327.40","1,333.30","1,324.30",312.11K,-0.90%
2018-01-19,1333.1,"1,327.00","1,338.20","1,326.60",275.30K,0.44%
2018-01-22,1331.9,"1,334.00","1,335.80","1,328.00",337.48K,-0.09%
2018-01-23,1336.7,"1,333.00","1,341.50","1,330.70",370.17K,0.36%
2018-01-24,1356.3,"1,341.40","1,361.60","1,339.10",505.63K,1.47%
2018-01-25,1362.9,"1,357.00","1,365.40","1,341.00",537.66K,0.49%
2018-01-26,1352.1,"1,346.40","1,356.00","1,343.70",341.96K,-0.79%
2018-01-29,1340.3,"1,349.00","1,351.40","1,336.10",280.55K,-0.87%
2018-01-30,1337.2,"1,341.70","1,349.50","1,334.70",1.88K,-0.23%
2018-01-31,1340.4,"1,337.70","1,348.00","1,333.00",1.25K,0.24%
2018-02-01,1345.0,"1,344.70","1,351.30","1,337.80",1.29K,0.34%
2018-02-02,1334.6,"1,348.30","1,350.10","1,327.30",2.12K,-0.77%
2018-02-05,1333.8,"1,332.70","1,341.50","1,329.20",0.87K,-0.06%
2018-02-06,1326.9,"1,339.20","1,346.20","1,321.10",1.48K,-0.52%
2018-02-07,1312.2,"1,324.80","1,332.20","1,311.20",1.57K,-1.11%
2018-02-08,1316.5,"1,318.10","1,321.60","1,307.10",1.59K,0.33%
2018-02-09,1313.3,"1,319.60","1,321.90","1,310.90",0.96K,-0.24%
2018-02-12,1324.0,"1,316.20","1,326.10","1,316.10",0.75K,0.81%
2018-02-13,1328.0,"1,323.00","1,330.50","1,321.60",0.51K,0.30%
2018-02-14,1355.6,"1,330.10","1,356.00","1,317.50",1.29K,2.08%
2018-02-15,1352.9,"1,350.50","1,357.00","1,348.60",0.76K,-0.20%
2018-02-16,1353.7,"1,353.70","1,361.20","1,345.40",0.63K,0.06%
2018-02-19,1331.2,"1,350.20","1,354.00","1,330.60",374.05K,-1.66%
2018-02-20,1328.9,"1,349.60","1,350.80","1,328.70",1.09K,-0.17%
2018-02-21,1329.8,"1,329.60","1,335.90","1,322.20",1.08K,0.07%
2018-02-22,1330.4,"1,324.40","1,331.40","1,320.40",0.92K,0.05%
2018-02-23,1327.9,"1,330.90","1,330.90","1,325.80",0.40K,-0.19%
2018-02-26,1330.3,"1,327.70","1,339.90","1,326.70",0.65K,0.18%
2018-02-27,1318.6,"1,334.70","1,338.40","1,314.40",334.72K,-0.88%
2018-02-28,1317.9,"1,318.90","1,323.70","1,316.70",263.80K,-0.05%
2018-03-01,1305.2,"1,319.30","1,322.30","1,303.60",421.74K,-0.96%
2018-03-02,1323.4,"1,318.00","1,326.60","1,316.20",264.39K,1.39%
2018-03-05,1319.9,"1,324.90","1,328.90","1,318.30",221.22K,-0.26%
2018-03-06,1335.2,"1,321.00","1,339.90","1,320.80",285.92K,1.16%
2018-03-07,1327.6,"1,339.50","1,342.00","1,323.00",305.08K,-0.57%
2018-03-08,1321.7,"1,326.20","1,329.80","1,319.60",252.83K,-0.44%
2018-03-09,1324.0,"1,322.70","1,325.90","1,313.20",345.32K,0.17%
2018-03-12,1320.8,"1,324.10","1,325.00","1,315.30",220.36K,-0.24%
2018-03-13,1327.1,"1,323.30","1,328.80","1,313.80",330.26K,0.48%
2018-03-14,1325.6,"1,326.70","1,330.50","1,321.70",252.58K,-0.11%
2018-03-15,1317.8,"1,324.70","1,328.10","1,314.90",257.89K,-0.59%
2018-03-16,1312.3,"1,316.80","1,321.80","1,309.50",289.60K,-0.42%
2018-03-19,1317.8,"1,312.90","1,319.60","1,307.40",300.47K,0.42%
2018-03-20,1311.9,"1,316.50","1,318.10","1,306.60",292.33K,-0.45%
2018-03-21,1321.5,"1,310.60","1,336.90","1,309.50",470.29K,0.73%
2018-03-22,1327.4,"1,332.00","1,335.00","1,324.60",358.56K,0.45%
2018-03-23,1349.9,"1,329.00","1,350.40","1,328.90",454.13K,1.70%
2018-03-26,1355.0,"1,347.00","1,356.00","1,343.40",346.05K,0.38%
2018-03-27,1342.0,"1,353.60","1,356.80","1,339.60",290.89K,-0.96%
2018-03-28,1326.9,"1,347.30","1,348.80","1,325.00",2.83K,-1.13%
2018-03-29,1324.3,"1,325.80","1,329.20","1,322.40",1.30K,-0.20%
2018-04-02,1343.9,"1,326.60","1,345.50","1,326.40",0.89K,1.48%
2018-04-03,1334.2,"1,341.50","1,343.20","1,329.70",0.70K,-0.72%
2018-04-04,1337.1,"1,333.00","1,348.70","1,332.90",1.23K,0.22%
2018-04-05,1325.5,"1,333.60","1,335.20","1,323.00",0.59K,-0.87%
2018-04-06,1333.1,"1,327.90","1,335.90","1,319.80",0.64K,0.57%
2018-04-09,1337.1,"1,335.10","1,338.30","1,327.60",0.55K,0.30%
2018-04-10,1342.9,"1,336.90","1,342.70","1,331.30",0.39K,0.43%
2018-04-11,1356.9,"1,339.60","1,365.80","1,339.60",1.78K,1.04%
2018-04-12,1338.7,"1,353.00","1,353.30","1,333.60",0.90K,-1.34%
2018-04-13,1344.7,"1,335.30","1,346.30","1,333.20",0.80K,0.45%
2018-04-16,1347.5,"1,346.50","1,350.20","1,339.80",0.32K,0.21%
2018-04-17,1346.3,"1,347.50","1,348.00","1,337.40",0.40K,-0.09%
2018-04-18,1350.2,"1,345.10","1,355.20","1,342.20",0.62K,0.29%
2018-04-19,1345.4,"1,348.80","1,354.00","1,340.00",0.43K,-0.36%
2018-04-20,1334.9,"1,344.60","1,344.70","1,333.80",0.31K,-0.78%
2018-04-23,1320.6,"1,331.10","1,333.60","1,320.70",0.42K,-1.07%
2018-04-24,1329.7,"1,323.20","1,330.70","1,321.30",0.54K,0.69%
2018-04-25,1319.5,"1,328.60","1,329.90","1,317.20",0.62K,-0.77%
2018-04-26,1314.6,"1,320.70","1,324.00","1,314.60",0.57K,-0.37%
2018-04-27,1323.4,"1,318.00","1,326.40","1,315.80",241.65K,0.67%
2018-04-30,1319.2,"1,324.00","1,325.90","1,310.70",295.96K,-0.32%
2018-05-01,1306.8,"1,316.00","1,317.40","1,302.30",283.43K,-0.94%
2018-05-02,1305.6,"1,304.40","1,314.90","1,304.30",370.24K,-0.09%
2018-05-03,1312.7,"1,305.50","1,319.00","1,305.20",306.72K,0.54%
2018-05-04,1314.7,"1,312.80","1,316.90","1,308.50",308.48K,0.15%
2018-05-07,1314.1,"1,316.30","1,320.10","1,310.60",235.29K,-0.05%
2018-05-08,1313.7,"1,314.10","1,318.50","1,306.20",407.41K,-0.03%
2018-05-09,1313.0,"1,315.30","1,317.80","1,304.20",384.04K,-0.05%
2018-05-10,1322.3,"1,312.80","1,323.40","1,310.60",373.54K,0.71%
2018-05-11,1320.7,"1,321.80","1,326.30","1,317.00",263.47K,-0.12%
2018-05-14,1318.2,"1,318.30","1,322.40","1,312.80",241.23K,-0.19%
2018-05-15,1290.3,"1,313.20","1,314.70","1,288.20",485.20K,-2.12%
2018-05-16,1291.5,"1,290.10","1,296.40","1,285.70",333.61K,0.09%
2018-05-17,1289.4,"1,290.20","1,294.00","1,284.00",298.82K,-0.16%
2018-05-18,1291.3,"1,290.00","1,293.70","1,285.10",264.43K,0.15%
2018-05-21,1290.9,"1,290.30","1,292.70","1,281.20",328.02K,-0.03%
2018-05-22,1292.0,"1,292.30","1,296.00","1,287.20",291.72K,0.09%
2018-05-23,1289.6,"1,290.60","1,298.40","1,286.70",402.34K,-0.19%
2018-05-24,1304.4,"1,293.30","1,306.40","1,292.20",432.42K,1.15%
2018-05-25,1303.7,"1,304.00","1,307.20","1,299.40",292.91K,-0.05%
2018-05-28,1299.0,"1,297.20","1,306.10","1,291.40",386.33K,-0.36%
2018-05-29,1299.0,"1,299.00","1,306.10","1,291.40",386.33K,0.00%
2018-05-30,1304.5,"1,300.70","1,306.60","1,298.10",1.75K,0.42%
2018-05-31,1302.6,"1,304.20","1,309.20","1,298.80",1.08K,-0.15%
2018-06-01,1297.1,"1,301.30","1,301.80","1,291.10",0.92K,-0.42%
2018-06-04,1295.1,"1,294.90","1,299.70","1,291.80",0.54K,-0.15%
2018-06-05,1299.9,"1,294.20","1,302.50","1,291.20",0.77K,0.37%
2018-06-06,1299.2,"1,298.60","1,303.20","1,295.90",0.69K,-0.05%
2018-06-07,1300.7,"1,298.60","1,305.10","1,296.90",0.39K,0.12%
2018-06-08,1300.5,"1,299.40","1,302.20","1,295.00",0.45K,-0.02%
2018-06-11,1301.0,"1,300.70","1,304.60","1,296.00",0.40K,0.04%
2018-06-12,1297.2,"1,301.50","1,301.80","1,294.20",0.48K,-0.29%
2018-06-13,1299.2,"1,297.20","1,302.70","1,292.70",0.63K,0.15%
2018-06-14,1306.2,"1,300.40","1,310.80","1,298.90",0.72K,0.54%
2018-06-15,1276.3,"1,304.20","1,304.50","1,276.00",1.53K,-2.29%
2018-06-18,1278.0,"1,279.00","1,282.60","1,277.60",0.42K,0.13%
2018-06-19,1276.5,"1,278.60","1,284.10","1,271.10",0.45K,-0.12%
2018-06-20,1272.4,"1,275.20","1,276.00","1,267.50",0.47K,-0.32%
2018-06-21,1268.6,"1,268.50","1,269.90","1,261.80",0.75K,-0.30%
2018-06-22,1268.9,"1,267.40","1,270.50","1,266.60",0.51K,0.02%
2018-06-25,1267.2,"1,271.00","1,272.30","1,264.60",0.29K,-0.13%
2018-06-26,1258.0,"1,266.40","1,266.50","1,255.00",0.50K,-0.73%
2018-06-27,1253.0,"1,258.20","1,259.00","1,249.50",1.16K,-0.40%
2018-06-28,1251.0,"1,253.60","1,255.80","1,247.20",241.82K,-0.16%
2018-06-29,1254.5,"1,249.50","1,257.10","1,246.90",226.20K,0.28%
2018-07-02,1241.7,"1,253.40","1,255.60","1,240.60",262.87K,-1.02%
2018-07-03,1253.5,"1,242.90","1,258.50","1,238.80",297.34K,0.95%
2018-07-04,1258.8,"1,257.70","1,261.00","1,252.20",392.95K,0.42%
2018-07-05,1258.8,"1,253.50","1,262.40","1,252.20",392.95K,0.00%
2018-07-06,1255.8,"1,258.40","1,260.20","1,253.70",200.19K,-0.24%
2018-07-09,1259.6,"1,255.70","1,266.90","1,255.70",238.97K,0.30%
2018-07-10,1255.4,"1,258.50","1,261.00","1,247.70",272.63K,-0.33%
2018-07-11,1244.4,"1,256.70","1,257.30","1,241.70",299.64K,-0.88%
2018-07-12,1246.6,"1,242.30","1,248.80","1,241.40",220.96K,0.18%
2018-07-13,1241.2,"1,247.70","1,248.50","1,236.20",257.31K,-0.43%
2018-07-16,1239.7,"1,241.00","1,245.80","1,238.30",186.30K,-0.12%
2018-07-17,1227.3,"1,240.80","1,245.10","1,225.90",318.22K,-1.00%
2018-07-18,1227.9,"1,227.00","1,229.10","1,220.90",283.98K,0.05%
2018-07-19,1224.0,"1,227.30","1,229.60","1,210.70",428.88K,-0.32%
2018-07-20,1231.1,"1,222.90","1,232.40","1,215.30",355.23K,0.58%
2018-07-23,1225.6,"1,231.70","1,235.20","1,222.20",333.33K,-0.45%
2018-07-24,1225.5,"1,224.40","1,229.70","1,218.10",299.06K,-0.01%
2018-07-25,1231.8,"1,224.20","1,234.30","1,223.20",272.25K,0.51%
2018-07-26,1225.7,"1,231.70","1,235.30","1,221.70",285.61K,-0.50%
2018-07-27,1223.0,"1,222.40","1,226.90","1,216.70",254.43K,-0.22%
2018-07-30,1224.2,"1,225.80","1,227.10","1,221.70",1.69K,0.10%
2018-07-31,1226.4,"1,223.50","1,230.60","1,215.80",1.10K,0.18%
2018-08-01,1220.3,"1,225.60","1,226.50","1,217.20",0.89K,-0.50%
2018-08-02,1212.9,"1,218.70","1,222.60","1,208.40",1.62K,-0.61%
2018-08-03,1215.9,"1,209.30","1,221.10","1,205.30",1.00K,0.25%
2018-08-06,1210.6,"1,215.20","1,218.70","1,207.50",0.70K,-0.44%
2018-08-07,1211.2,"1,209.20","1,216.90","1,209.00",1.06K,0.05%
2018-08-08,1214.2,"1,211.50","1,216.40","1,207.00",0.63K,0.25%
2018-08-09,1213.0,"1,214.30","1,218.20","1,212.00",0.51K,-0.10%
2018-08-10,1212.1,"1,212.90","1,217.70","1,206.50",0.82K,-0.07%
2018-08-13,1192.2,"1,211.60","1,214.50","1,191.80",1.54K,-1.64%
2018-08-14,1194.0,"1,194.50","1,199.00","1,192.50",0.79K,0.15%
2018-08-15,1178.2,"1,194.20","1,194.80","1,173.20",1.13K,-1.32%
2018-08-16,1177.1,"1,175.80","1,181.70","1,160.40",1.35K,-0.09%
2018-08-17,1177.3,"1,173.70","1,184.70","1,172.10",0.54K,0.02%
2018-08-20,1187.8,"1,183.90","1,190.30","1,182.90",0.25K,0.89%
2018-08-21,1193.2,"1,190.60","1,197.00","1,187.70",0.47K,0.45%
2018-08-22,1196.4,"1,196.00","1,201.10","1,193.00",0.38K,0.27%
2018-08-23,1187.2,"1,196.10","1,196.50","1,183.50",0.48K,-0.77%
2018-08-24,1206.3,"1,185.30","1,207.90","1,183.00",0.59K,1.61%
2018-08-27,1209.2,"1,206.30","1,211.50","1,202.30",0.73K,0.24%
2018-08-28,1207.5,"1,210.90","1,213.80","1,199.60",1.22K,-0.14%
2018-08-29,1204.2,"1,200.90","1,205.80","1,200.90",0.82K,-0.27%
2018-08-30,1200.0,"1,207.70","1,209.00","1,197.20",5.16K,-0.35%
2018-08-31,1201.6,"1,201.50","1,209.70","1,199.10",5.65K,0.13%
2018-09-03,1199.1,"1,207.00","1,207.60","1,195.10",421.47K,-0.21%
2018-09-04,1194.0,"1,201.10","1,204.50","1,190.00",10.11K,-0.43%
2018-09-05,1196.1,"1,192.00","1,198.90","1,191.60",6.88K,0.18%
2018-09-06,1199.0,"1,197.00","1,207.40","1,195.70",10.08K,0.24%
2018-09-07,1195.1,"1,200.30","1,203.50","1,193.50",8.27K,-0.33%
2018-09-10,1194.5,"1,195.40","1,198.50","1,190.90",6.24K,-0.05%
2018-09-11,1196.8,"1,195.40","1,199.50","1,187.40",6.84K,0.19%
2018-09-12,1205.5,"1,197.70","1,208.30","1,192.40",5.02K,0.73%
2018-09-13,1202.8,"1,207.00","1,212.40","1,200.00",13.99K,-0.22%
2018-09-14,1196.2,"1,201.80","1,208.50","1,192.90",6.82K,-0.55%
2018-09-17,1201.2,"1,194.70","1,205.00","1,193.00",6.10K,0.42%
2018-09-18,1198.5,"1,201.90","1,203.50","1,196.10",4.13K,-0.22%
2018-09-19,1203.9,"1,198.40","1,206.40","1,198.30",6.80K,0.45%
2018-09-20,1206.6,"1,204.40","1,208.50","1,201.00",7.49K,0.22%
2018-09-21,1196.6,"1,207.40","1,210.80","1,191.80",6.85K,-0.83%
2018-09-24,1199.6,"1,199.50","1,203.90","1,194.10",9.70K,0.25%
2018-09-25,1199.7,"1,198.10","1,202.50","1,196.60",14.90K,0.01%
2018-09-26,1194.4,"1,200.30","1,201.30","1,190.00",17.86K,-0.44%
2018-09-27,1185.5,"1,196.80","1,200.40","1,184.20",0.34K,-0.75%
2018-09-28,1193.9,"1,184.60","1,194.30","1,182.60",0.41K,0.71%
2018-10-01,1189.4,"1,193.90","1,193.90","1,186.50",0.21K,-0.38%
2018-10-02,1204.2,"1,191.30","1,209.10","1,190.10",0.80K,1.24%
2018-10-03,1200.1,"1,204.40","1,209.10","1,198.10",0.21K,-0.34%
2018-10-04,1198.8,"1,198.30","1,207.60","1,197.20",0.15K,-0.11%
2018-10-05,1202.8,"1,200.70","1,205.90","1,199.00",0.20K,0.33%
2018-10-08,1185.8,"1,204.60","1,204.60","1,184.60",0.32K,-1.41%
2018-10-09,1188.8,"1,189.60","1,192.50","1,184.00",0.20K,0.25%
2018-10-10,1190.8,"1,189.90","1,195.30","1,186.00",0.29K,0.17%
2018-10-11,1225.1,"1,195.30","1,227.00","1,192.30",0.98K,2.88%
2018-10-12,1219.5,"1,224.40","1,224.40","1,217.10",0.30K,-0.46%
2018-10-15,1227.8,"1,218.20","1,234.30","1,218.20",0.34K,0.68%
2018-10-16,1228.4,"1,228.00","1,233.40","1,224.50",0.34K,0.05%
2018-10-17,1224.8,"1,226.40","1,230.00","1,221.60",0.21K,-0.29%
2018-10-18,1227.4,"1,222.80","1,230.20","1,219.50",0.25K,0.21%
2018-10-19,1226.0,"1,226.70","1,231.20","1,223.70",0.12K,-0.11%
2018-10-22,1222.0,"1,227.90","1,228.50","1,220.50",0.12K,-0.33%
2018-10-23,1234.1,"1,223.10","1,240.30","1,222.70",0.34K,0.99%
2018-10-24,1228.4,"1,230.70","1,235.30","1,225.90",0.37K,-0.46%
2018-10-25,1229.5,"1,233.90","1,238.40","1,227.90",0.32K,0.09%
2018-10-26,1232.4,"1,229.80","1,242.60","1,229.80",0.28K,0.24%
2018-10-29,1224.7,"1,232.60","1,232.70","1,223.60",0.21K,-0.62%
2018-10-30,1225.3,"1,231.90","1,232.50","1,221.40",224.64K,0.05%
2018-10-31,1215.0,"1,224.70","1,225.00","1,213.40",247.06K,-0.84%
2018-11-01,1238.6,"1,216.60","1,239.30","1,216.10",313.45K,1.94%
2018-11-02,1233.3,"1,235.30","1,238.40","1,231.30",256.02K,-0.43%
2018-11-05,1232.3,"1,234.50","1,236.80","1,228.40",159.43K,-0.08%
2018-11-06,1226.3,"1,233.40","1,237.80","1,224.90",199.67K,-0.49%
2018-11-07,1228.7,"1,228.90","1,238.40","1,224.20",259.29K,0.20%
2018-11-08,1225.1,"1,227.70","1,228.50","1,220.80",239.02K,-0.29%
2018-11-09,1208.6,"1,224.30","1,224.60","1,207.20",322.35K,-1.35%
2018-11-12,1203.5,"1,210.30","1,212.00","1,200.60",203.64K,-0.42%
2018-11-13,1201.4,"1,201.10","1,205.50","1,196.60",248.93K,-0.17%
2018-11-14,1210.1,"1,202.80","1,217.20","1,198.10",277.87K,0.72%
2018-11-15,1215.0,"1,211.80","1,217.00","1,207.10",253.57K,0.40%
2018-11-16,1223.0,"1,214.40","1,226.00","1,213.70",242.04K,0.66%
2018-11-19,1225.3,"1,222.60","1,226.50","1,218.50",198.39K,0.19%
2018-11-20,1221.2,"1,224.60","1,229.50","1,220.30",255.20K,-0.33%
2018-11-21,1228.0,"1,222.40","1,230.90","1,220.10",227.21K,0.56%
2018-11-22,1223.2,"1,227.80","1,229.20","1,220.30",240.35K,-0.39%
2018-11-23,1223.2,"1,226.80","1,229.70","1,220.30",240.35K,0.00%
2018-11-26,1222.4,"1,223.90","1,228.60","1,221.70",267.32K,-0.07%
2018-11-27,1213.4,"1,222.60","1,225.20","1,211.40",307.89K,-0.74%
2018-11-28,1223.6,"1,214.30","1,227.70","1,210.50",247.17K,0.84%
2018-11-29,1227.9,"1,224.20","1,232.20","1,224.20",1.71K,0.35%
2018-11-30,1223.6,"1,227.50","1,228.60","1,219.40",0.60K,-0.35%
2018-12-03,1236.9,"1,225.40","1,237.40","1,224.20",0.94K,1.09%
2018-12-04,1243.3,"1,233.40","1,244.50","1,233.40",1.84K,0.52%
2018-12-05,1239.1,"1,240.80","1,241.10","1,236.40",1.12K,-0.34%
2018-12-06,1239.7,"1,240.60","1,246.10","1,236.90",1.64K,0.05%
2018-12-07,1248.2,"1,239.10","1,251.40","1,239.10",1.56K,0.69%
2018-12-10,1244.9,"1,251.40","1,251.80","1,242.60",1.59K,-0.26%
2018-12-11,1242.8,"1,245.70","1,250.50","1,242.30",0.50K,-0.17%
2018-12-12,1246.1,"1,244.90","1,247.50","1,243.70",0.43K,0.27%
2018-12-13,1243.7,"1,245.50","1,247.50","1,241.20",0.33K,-0.19%
2018-12-14,1237.9,"1,242.30","1,243.20","1,233.10",0.38K,-0.47%
2018-12-17,1248.2,"1,236.30","1,248.30","1,236.30",0.24K,0.83%
2018-12-18,1250.1,"1,246.30","1,250.40","1,246.10",0.23K,0.15%
2018-12-19,1252.6,"1,250.00","1,258.20","1,241.60",0.60K,0.20%
2018-12-20,1263.9,"1,244.30","1,265.70","1,242.30",0.77K,0.90%
2018-12-21,1254.6,"1,260.60","1,262.00","1,254.20",0.66K,-0.74%
2018-12-24,1267.9,"1,258.40","1,269.60","1,258.20",0.74K,1.06%
2018-12-26,1269.0,"1,268.50","1,278.10","1,263.80",0.40K,0.09%
2018-12-27,1277.4,"1,265.30","1,277.50","1,265.30",0.48K,0.66%
2018-12-28,1283.0,"1,278.00","1,284.70","1,276.50",162.73K,0.44%
2018-12-31,1281.3,"1,283.00","1,286.50","1,279.70",113.26K,-0.13%
2019-01-02,1284.1,"1,285.00","1,291.00","1,280.60",235.33K,0.22%
2019-01-03,1294.8,"1,288.50","1,296.90","1,286.40",244.54K,0.83%
2019-01-04,1285.8,"1,296.50","1,300.40","1,278.10",316.06K,-0.70%
2019-01-07,1289.9,"1,287.00","1,297.00","1,284.10",204.68K,0.32%
2019-01-08,1285.9,"1,289.90","1,291.40","1,280.20",221.92K,-0.31%
2019-01-09,1292.0,"1,286.10","1,295.00","1,280.90",245.97K,0.47%
2019-01-10,1287.4,"1,294.70","1,298.00","1,286.70",239.92K,-0.36%
2019-01-11,1289.5,"1,287.60","1,295.70","1,287.00",210.64K,0.16%
2019-01-14,1291.3,"1,288.00","1,296.60","1,287.70",221.89K,0.14%
2019-01-15,1288.4,"1,292.40","1,294.80","1,286.50",242.07K,-0.22%
2019-01-16,1293.8,"1,289.60","1,295.40","1,287.60",181.39K,0.42%
2019-01-17,1292.3,"1,293.90","1,295.00","1,288.30",191.98K,-0.12%
2019-01-18,1282.6,"1,291.90","1,292.20","1,280.10",225.57K,-0.75%
2019-01-21,1283.4,"1,280.70","1,285.00","1,276.00",318.85K,0.06%
2019-01-22,1283.4,"1,280.70","1,285.00","1,276.00",318.85K,0.00%
2019-01-23,1284.0,"1,284.60","1,286.00","1,277.70",217.13K,0.05%
2019-01-24,1279.8,"1,282.30","1,283.90","1,275.30",225.77K,-0.33%
2019-01-25,1298.1,"1,280.10","1,303.40","1,278.90",303.84K,1.43%
2019-01-28,1303.1,"1,302.30","1,303.70","1,296.50",243.07K,0.39%
2019-01-29,1308.9,"1,302.50","1,310.80","1,301.70",213.61K,0.45%
2019-01-30,1312.8,"1,313.40","1,326.80","1,311.10",2.84K,0.30%
2019-01-31,1322.3,"1,321.80","1,328.00","1,319.40",1.43K,0.72%
2019-02-01,1319.3,"1,323.20","1,325.10","1,317.80",1.16K,-0.23%
2019-02-04,1316.6,"1,319.60","1,320.20","1,310.00",0.98K,-0.20%
2019-02-05,1316.5,"1,313.50","1,318.20","1,312.20",0.28K,-0.01%
