Fecha,Cierre,Apertura,Máximo,Mínimo,Vol,% var
2010-01-04,1118.3,"1,099.00","1,124.60","1,093.80",155.48K,2.02%
2010-01-05,1118.7,"1,122.00","1,129.60","1,115.50",156.41K,0.04%
2010-01-06,1136.5,"1,118.50","1,141.00","1,116.80",176.90K,1.59%
2010-01-07,1133.7,"1,139.00","1,139.50","1,128.70",121.15K,-0.25%
2010-01-08,1138.9,"1,131.50","1,140.00","1,119.50",212.62K,0.46%
2010-01-11,1151.4,"1,139.00","1,163.00","1,139.00",173.77K,1.10%
2010-01-12,1129.4,"1,152.00","1,158.30","1,124.30",233.12K,-1.91%
2010-01-13,1136.8,"1,129.00","1,138.90","1,118.50",217.63K,0.66%
2010-01-14,1143.0,"1,137.90","1,146.70","1,130.70",165.71K,0.55%
2010-01-15,1130.5,"1,142.00","1,146.00","1,126.50",144.70K,-1.09%
2010-01-18,1140.0,"1,130.70","1,140.70","1,127.50",188.03K,0.84%
2010-01-20,1112.6,"1,138.50","1,141.70","1,106.80",232.58K,-2.40%
2010-01-21,1103.2,"1,112.40","1,117.40","1,088.00",271.81K,-0.84%
2010-01-22,1089.7,"1,095.40","1,098.90","1,081.90",214.20K,-1.22%
2010-01-25,1095.7,"1,093.50","1,104.00","1,092.20",155.36K,0.55%
2010-01-26,1098.3,"1,097.90","1,103.20","1,085.20",230.15K,0.24%
2010-01-27,1084.5,"1,097.40","1,102.10","1,083.00",206.69K,-1.26%
2010-01-28,1084.8,"1,087.00","1,096.90","1,074.40",211.38K,0.03%
2010-01-29,1083.8,"1,087.00","1,091.40","1,075.00",182.59K,-0.09%
2010-02-01,1105.0,"1,081.90","1,108.80","1,077.20",162.34K,1.96%
2010-02-02,1118.0,"1,107.30","1,119.90","1,099.50",154.49K,1.18%
2010-02-03,1112.0,"1,115.80","1,126.40","1,107.50",158.61K,-0.54%
2010-02-04,1063.0,"1,110.10","1,112.00","1,059.00",280.75K,-4.41%
2010-02-05,1052.8,"1,065.70","1,069.40","1,044.50",253.58K,-0.96%
2010-02-08,1066.2,"1,068.30","1,074.30","1,061.80",142.16K,1.27%
2010-02-09,1077.2,"1,062.40","1,083.80","1,062.10",184.39K,1.03%
2010-02-10,1076.3,"1,078.60","1,083.00","1,063.10",163.92K,-0.08%
2010-02-11,1094.7,"1,073.80","1,098.40","1,072.90",188.05K,1.71%
2010-02-12,1090.0,"1,094.60","1,097.70","1,078.10",153.31K,-0.43%
2010-02-15,1119.8,"1,093.70","1,121.90","1,092.00",179.06K,2.73%
2010-02-17,1120.1,"1,119.80","1,128.70","1,105.50",172.89K,0.03%
2010-02-18,1118.7,"1,108.30","1,124.80","1,098.10",188.71K,-0.12%
2010-02-19,1122.1,"1,108.40","1,127.40","1,099.30",170.95K,0.30%
2010-02-22,1113.1,"1,122.10","1,131.50","1,110.00",137.55K,-0.80%
2010-02-23,1103.2,"1,114.10","1,121.70","1,099.60",161.29K,-0.89%
2010-02-24,1097.2,"1,103.50","1,108.80","1,090.20",176.13K,-0.54%
2010-02-25,1108.5,"1,096.20","1,110.00","1,088.50",206.76K,1.03%
2010-02-26,1118.9,"1,108.00","1,119.50","1,104.60",129.61K,0.94%
2010-03-01,1118.3,"1,119.00","1,123.90","1,112.10",124.68K,-0.05%
2010-03-02,1137.4,"1,118.00","1,138.30","1,115.00",193.28K,1.71%
2010-03-03,1143.3,"1,134.50","1,145.80","1,132.80",159.13K,0.52%
2010-03-04,1133.1,"1,139.80","1,142.30","1,125.90",154.14K,-0.89%
2010-03-05,1135.2,"1,132.90","1,141.20","1,127.50",150.03K,0.19%
2010-03-08,1124.0,"1,136.00","1,138.00","1,118.50",140.54K,-0.99%
2010-03-09,1122.3,"1,123.80","1,125.10","1,108.20",153.99K,-0.15%
2010-03-10,1108.1,"1,121.50","1,128.30","1,103.10",201.37K,-1.27%
2010-03-11,1108.2,"1,108.90","1,111.70","1,100.50",136.65K,0.01%
2010-03-12,1101.7,"1,110.00","1,119.50","1,097.30",159.86K,-0.59%
2010-03-15,1105.4,"1,101.70","1,110.50","1,101.00",130.83K,0.34%
2010-03-16,1122.5,"1,108.30","1,129.30","1,108.10",141.80K,1.55%
2010-03-17,1124.2,"1,126.30","1,133.90","1,118.20",130.32K,0.15%
2010-03-18,1127.5,"1,124.50","1,129.50","1,118.20",123.99K,0.29%
2010-03-19,1107.6,"1,125.80","1,127.50","1,101.00",176.49K,-1.76%
2010-03-22,1099.5,"1,108.00","1,108.60","1,092.10",159.06K,-0.73%
2010-03-23,1103.7,"1,102.50","1,108.00","1,094.00",146.15K,0.38%
2010-03-24,1088.8,"1,102.20","1,106.00","1,084.80",178.06K,-1.35%
2010-03-25,1092.9,"1,087.40","1,095.60","1,085.50",159.34K,0.38%
2010-03-26,1104.3,"1,091.60","1,109.80","1,088.50",177.74K,1.04%
2010-03-29,1110.3,"1,110.40","1,114.70","1,103.10",158.73K,0.54%
2010-03-30,1105.7,"1,110.60","1,114.20","1,102.40",109.92K,-0.41%
2010-03-31,1114.5,"1,105.10","1,119.90","1,103.10",108.48K,0.80%
2010-04-01,1126.1,"1,114.60","1,129.10","1,112.30",118.74K,1.04%
2010-04-05,1133.8,"1,122.00","1,134.30","1,120.80",75.64K,0.68%
2010-04-06,1136.0,"1,131.90","1,139.60","1,123.50",126.66K,0.19%
2010-04-07,1153.0,"1,135.20","1,154.20","1,133.30",163.44K,1.50%
2010-04-08,1152.9,"1,150.20","1,154.70","1,144.40",119.68K,-0.01%
2010-04-09,1161.9,"1,151.80","1,165.80","1,150.40",134.64K,0.78%
2010-04-12,1162.2,"1,166.30","1,170.70","1,154.80",122.40K,0.03%
2010-04-13,1153.4,"1,156.20","1,158.10","1,145.40",133.64K,-0.76%
2010-04-14,1159.6,"1,152.00","1,162.80","1,151.00",123.13K,0.54%
2010-04-15,1160.3,"1,155.80","1,162.30","1,150.70",99.31K,0.06%
2010-04-16,1136.9,"1,159.40","1,161.20","1,130.00",202.67K,-2.02%
2010-04-19,1135.8,"1,137.00","1,138.50","1,124.30",124.33K,-0.10%
2010-04-20,1139.2,"1,136.60","1,146.80","1,134.00",120.35K,0.30%
2010-04-21,1148.8,"1,140.10","1,151.20","1,138.10",112.32K,0.84%
2010-04-22,1142.9,"1,147.00","1,149.80","1,132.00",138.49K,-0.51%
2010-04-23,1153.7,"1,141.80","1,158.50","1,135.20",144.45K,0.94%
2010-04-26,1154.0,"1,158.50","1,160.70","1,151.10",88.29K,0.03%
2010-04-27,1162.2,"1,154.20","1,173.40","1,146.60",182.68K,0.71%
2010-04-28,1171.8,"1,168.70","1,175.30","1,161.00",167.71K,0.83%
2010-04-29,1168.8,"1,165.40","1,171.80","1,162.20",109.66K,-0.26%
2010-04-30,1180.7,"1,168.00","1,182.50","1,167.80",120.95K,1.02%
2010-05-03,1183.3,"1,181.00","1,188.40","1,177.10",87.37K,0.22%
2010-05-04,1169.2,"1,182.90","1,192.80","1,166.90",190.15K,-1.19%
2010-05-05,1175.0,"1,171.20","1,177.70","1,156.20",180.54K,0.50%
2010-05-06,1197.3,"1,176.00","1,211.90","1,173.00",271.24K,1.90%
2010-05-07,1210.4,"1,208.40","1,214.90","1,193.00",255.30K,1.09%
2010-05-10,1200.8,"1,207.00","1,207.00","1,184.40",176.64K,-0.79%
2010-05-11,1220.3,"1,201.80","1,235.20","1,201.50",206.84K,1.62%
2010-05-12,1243.1,"1,232.00","1,249.20","1,227.20",205.85K,1.87%
2010-05-13,1229.2,"1,238.30","1,243.70","1,227.50",163.43K,-1.12%
2010-05-14,1227.8,"1,233.30","1,249.70","1,217.60",242.40K,-0.11%
2010-05-17,1228.1,"1,232.00","1,242.80","1,219.10",166.75K,0.02%
2010-05-18,1214.6,"1,223.90","1,229.60","1,206.60",185.97K,-1.10%
2010-05-19,1193.1,"1,223.80","1,228.20","1,186.60",225.81K,-1.77%
2010-05-20,1188.6,"1,191.00","1,198.20","1,175.00",217.74K,-0.38%
2010-05-21,1176.1,"1,183.00","1,188.00","1,166.00",164.81K,-1.05%
2010-05-24,1194.0,"1,178.10","1,197.30","1,176.80",181.60K,1.52%
2010-05-25,1198.0,"1,192.40","1,204.50","1,185.20",218.49K,0.34%
2010-05-26,1213.4,"1,203.80","1,216.90","1,201.00",237.50K,1.29%
2010-05-27,1214.4,"1,213.50","1,220.60","1,207.40",138.27K,0.08%
2010-05-28,1215.0,"1,213.40","1,217.30","1,203.80",96.00K,0.05%
2010-05-31,1226.9,"1,216.70","1,230.60","1,211.60",107.41K,0.98%
2010-06-02,1222.6,"1,227.70","1,228.90","1,215.00",90.25K,-0.35%
2010-06-03,1210.0,"1,225.20","1,226.50","1,202.40",115.43K,-1.03%
2010-06-04,1217.7,"1,208.50","1,222.00","1,198.10",139.93K,0.64%
2010-06-07,1240.8,"1,221.10","1,246.70","1,212.10",154.99K,1.90%
2010-06-08,1245.6,"1,242.60","1,254.50","1,235.00",143.92K,0.39%
2010-06-09,1229.9,"1,237.10","1,242.60","1,223.10",125.49K,-1.26%
2010-06-10,1222.2,"1,234.40","1,236.00","1,216.20",118.69K,-0.63%
2010-06-11,1230.2,"1,218.80","1,232.40","1,218.10",80.17K,0.65%
2010-06-14,1224.5,"1,229.30","1,235.90","1,217.50",97.23K,-0.46%
2010-06-15,1234.4,"1,223.00","1,238.50","1,221.10",104.40K,0.81%
2010-06-16,1230.5,"1,236.10","1,239.50","1,228.30",83.67K,-0.32%
2010-06-17,1248.7,"1,231.60","1,252.80","1,231.00",140.09K,1.48%
2010-06-18,1258.3,"1,247.60","1,263.70","1,243.10",115.42K,0.77%
2010-06-21,1240.7,"1,261.20","1,266.50","1,231.60",154.61K,-1.40%
2010-06-22,1240.8,"1,233.30","1,244.00","1,233.00",122.71K,0.01%
2010-06-23,1234.8,"1,240.60","1,247.40","1,225.20",138.83K,-0.48%
2010-06-24,1245.9,"1,237.60","1,249.50","1,228.00",130.03K,0.90%
2010-06-25,1256.2,"1,244.50","1,259.50","1,241.60",91.01K,0.83%
2010-06-28,1238.6,"1,255.80","1,263.70","1,235.90",146.27K,-1.40%
2010-06-29,1242.4,"1,239.00","1,246.00","1,227.60",148.82K,0.31%
2010-06-30,1245.9,"1,241.60","1,248.80","1,235.10",110.72K,0.28%
2010-07-01,1206.7,"1,243.00","1,244.80","1,196.00",257.84K,-3.15%
2010-07-02,1207.7,"1,199.00","1,214.00","1,198.80",119.62K,0.08%
2010-07-05,1195.1,"1,212.20","1,215.10","1,189.50",148.11K,-1.04%
2010-07-07,1198.9,"1,194.00","1,204.40","1,185.00",126.92K,0.32%
2010-07-08,1196.1,"1,202.90","1,208.20","1,187.30",123.08K,-0.23%
2010-07-09,1209.8,"1,198.50","1,214.10","1,194.60",110.47K,1.15%
2010-07-12,1198.7,"1,212.30","1,213.50","1,196.10",96.04K,-0.92%
2010-07-13,1213.5,"1,197.70","1,218.80","1,196.50",110.46K,1.23%
2010-07-14,1207.0,"1,212.00","1,218.20","1,202.50",107.46K,-0.54%
2010-07-15,1208.3,"1,208.10","1,217.30","1,203.70",102.20K,0.11%
2010-07-16,1188.2,"1,209.00","1,210.90","1,185.80",145.70K,-1.66%
2010-07-19,1181.9,"1,193.70","1,194.70","1,176.90",119.21K,-0.53%
2010-07-20,1191.7,"1,183.20","1,193.70","1,175.10",144.27K,0.83%
2010-07-21,1191.8,"1,191.80","1,198.00","1,183.00",146.98K,0.01%
2010-07-22,1195.6,"1,184.10","1,201.20","1,180.70",134.69K,0.32%
2010-07-23,1187.8,"1,195.10","1,203.90","1,183.40",137.64K,-0.65%
2010-07-26,1183.1,"1,188.00","1,194.80","1,178.60",193.66K,-0.40%
2010-07-27,1158.0,"1,182.70","1,186.50","1,156.90",235.88K,-2.12%
2010-07-28,1160.4,"1,161.10","1,165.00","1,155.60",206.83K,0.21%
2010-07-29,1171.2,"1,165.80","1,172.00","1,161.60",113.13K,0.93%
2010-07-30,1183.9,"1,170.80","1,185.80","1,168.00",119.04K,1.08%
2010-08-02,1185.4,"1,183.80","1,193.90","1,176.70",89.85K,0.13%
2010-08-03,1187.5,"1,184.80","1,193.00","1,181.60",67.04K,0.18%
2010-08-04,1195.9,"1,188.10","1,205.50","1,187.00",119.10K,0.71%
2010-08-05,1199.3,"1,197.00","1,202.80","1,192.00",76.53K,0.28%
2010-08-06,1205.3,"1,197.40","1,213.30","1,194.50",105.72K,0.50%
2010-08-09,1202.6,"1,206.30","1,212.10","1,201.10",69.57K,-0.22%
2010-08-10,1198.0,"1,203.30","1,209.90","1,192.50",101.15K,-0.38%
2010-08-11,1199.2,"1,206.90","1,210.20","1,194.20",117.46K,0.10%
2010-08-12,1216.7,"1,200.60","1,218.50","1,199.50",124.75K,1.46%
2010-08-13,1216.6,"1,216.10","1,219.80","1,212.30",73.01K,-0.01%
2010-08-16,1226.2,"1,216.50","1,229.50","1,216.20",79.25K,0.79%
2010-08-17,1228.3,"1,227.00","1,231.10","1,224.30",59.88K,0.17%
2010-08-18,1231.4,"1,226.80","1,234.40","1,218.90",100.67K,0.25%
2010-08-19,1235.4,"1,231.00","1,239.50","1,229.50",86.56K,0.32%
2010-08-20,1228.8,"1,234.20","1,235.60","1,223.60",74.83K,-0.53%
2010-08-23,1228.5,"1,229.20","1,234.00","1,223.50",56.77K,-0.02%
2010-08-24,1233.4,"1,227.30","1,237.50","1,211.70",136.56K,0.40%
2010-08-25,1241.3,"1,232.10","1,243.40","1,230.90",107.82K,0.64%
2010-08-26,1237.7,"1,242.40","1,246.00","1,235.10",78.45K,-0.29%
2010-08-27,1237.9,"1,239.10","1,244.20","1,233.50",86.01K,0.02%
2010-08-30,1239.2,"1,238.90","1,240.40","1,235.00",38.82K,0.11%
2010-08-31,1250.3,"1,238.70","1,251.80","1,233.50",109.43K,0.90%
2010-09-01,1248.1,"1,250.30","1,256.60","1,244.10",109.81K,-0.18%
2010-09-02,1253.4,"1,245.60","1,255.20","1,245.30",73.90K,0.42%
2010-09-03,1251.1,"1,253.20","1,255.60","1,239.20",107.02K,-0.18%
2010-09-06,1259.3,"1,250.30","1,261.60","1,246.40",109.66K,0.66%
2010-09-08,1257.5,"1,257.30","1,264.70","1,254.60",107.21K,-0.14%
2010-09-09,1250.9,"1,256.70","1,260.50","1,243.50",119.78K,-0.52%
2010-09-10,1246.5,"1,245.80","1,253.00","1,237.90",103.13K,-0.35%
2010-09-13,1247.1,"1,247.30","1,251.00","1,242.30",77.44K,0.05%
2010-09-14,1271.7,"1,246.60","1,276.50","1,246.00",170.22K,1.97%
2010-09-15,1268.7,"1,270.20","1,273.50","1,264.50",102.68K,-0.24%
2010-09-16,1273.8,"1,269.10","1,279.50","1,266.10",99.89K,0.40%
2010-09-17,1277.5,"1,276.80","1,284.40","1,273.00",99.45K,0.29%
2010-09-20,1280.8,"1,277.70","1,285.20","1,275.60",81.22K,0.26%
2010-09-21,1274.3,"1,280.40","1,292.40","1,272.00",147.88K,-0.51%
2010-09-22,1292.1,"1,288.70","1,298.00","1,287.50",124.14K,1.40%
2010-09-23,1296.3,"1,292.70","1,297.50","1,288.20",106.55K,0.33%
2010-09-24,1298.1,"1,293.80","1,301.60","1,290.60",110.50K,0.14%
2010-09-27,1298.6,"1,299.20","1,301.30","1,295.20",76.83K,0.04%
2010-09-28,1308.3,"1,296.80","1,311.80","1,276.20",205.18K,0.75%
2010-09-29,1310.3,"1,310.80","1,314.80","1,306.10",118.74K,0.15%
2010-09-30,1309.6,"1,310.80","1,317.50","1,297.00",166.31K,-0.05%
2010-10-01,1317.8,"1,309.60","1,322.00","1,307.30",114.68K,0.63%
2010-10-04,1316.8,"1,319.70","1,321.30","1,313.40",76.02K,-0.08%
2010-10-05,1340.3,"1,316.10","1,342.90","1,313.30",148.41K,1.78%
2010-10-06,1347.7,"1,341.30","1,351.00","1,340.00",136.38K,0.55%
2010-10-07,1335.0,"1,350.50","1,366.00","1,326.50",267.43K,-0.94%
2010-10-08,1345.3,"1,334.20","1,350.80","1,325.60",190.66K,0.77%
2010-10-11,1354.4,"1,348.90","1,356.30","1,341.10",107.01K,0.68%
2010-10-12,1346.7,"1,354.90","1,356.30","1,341.40",135.28K,-0.57%
2010-10-13,1370.5,"1,351.50","1,375.70","1,350.00",182.48K,1.77%
2010-10-14,1377.6,"1,372.60","1,388.10","1,371.10",184.98K,0.52%
2010-10-15,1372.0,"1,381.70","1,386.40","1,362.70",196.83K,-0.41%
2010-10-18,1372.1,"1,371.00","1,375.60","1,353.20",134.15K,0.01%
2010-10-19,1336.0,"1,370.60","1,371.70","1,328.40",252.50K,-2.63%
2010-10-20,1344.2,"1,334.40","1,348.10","1,331.10",162.77K,0.61%
2010-10-21,1325.6,"1,345.20","1,349.60","1,318.20",209.17K,-1.38%
2010-10-22,1325.1,"1,325.80","1,328.80","1,315.60",147.23K,-0.04%
2010-10-25,1338.9,"1,329.30","1,349.50","1,329.30",149.22K,1.04%
2010-10-26,1338.6,"1,340.30","1,343.80","1,328.10",156.54K,-0.02%
2010-10-27,1322.6,"1,340.40","1,343.70","1,318.60",160.01K,-1.20%
2010-10-28,1342.5,"1,325.30","1,346.20","1,322.90",148.66K,1.50%
2010-10-29,1357.6,"1,344.50","1,359.80","1,335.20",167.82K,1.12%
2010-11-01,1350.6,"1,359.70","1,366.40","1,349.10",126.69K,-0.52%
2010-11-02,1356.9,"1,351.60","1,359.90","1,350.20",116.11K,0.47%
2010-11-03,1337.6,"1,357.30","1,364.80","1,325.50",258.03K,-1.42%
2010-11-04,1383.1,"1,349.00","1,393.40","1,346.70",241.40K,3.40%
2010-11-05,1397.7,"1,392.50","1,398.70","1,371.90",241.40K,1.06%
2010-11-08,1403.2,"1,397.00","1,410.40","1,386.60",176.90K,0.39%
2010-11-09,1410.1,"1,410.00","1,424.30","1,382.20",310.22K,0.49%
2010-11-10,1399.3,"1,392.90","1,410.00","1,383.40",281.25K,-0.77%
2010-11-11,1403.3,"1,403.00","1,417.60","1,396.50",178.47K,0.29%
2010-11-12,1365.5,"1,408.30","1,410.00","1,359.30",301.69K,-2.69%
2010-11-15,1368.5,"1,371.00","1,376.60","1,354.80",199.64K,0.22%
2010-11-16,1338.4,"1,359.80","1,364.30","1,329.00",296.97K,-2.20%
2010-11-17,1336.9,"1,341.00","1,344.60","1,330.10",174.18K,-0.11%
2010-11-18,1353.0,"1,336.00","1,359.00","1,334.00",197.60K,1.20%
2010-11-19,1352.3,"1,353.80","1,362.90","1,341.00",166.01K,-0.05%
2010-11-22,1357.8,"1,357.00","1,367.40","1,347.90",182.13K,0.41%
2010-11-23,1377.6,"1,365.80","1,382.90","1,355.60",249.52K,1.46%
2010-11-24,1373.0,"1,377.10","1,381.00","1,368.70",189.89K,-0.33%
2010-11-25,1362.4,"1,372.00","1,374.90","1,350.10",138.42K,-0.77%
2010-11-29,1367.5,"1,365.00","1,370.70","1,354.50",184.84K,0.37%
2010-11-30,1386.1,"1,368.50","1,391.10","1,364.00",169.68K,1.36%
2010-12-01,1388.3,"1,387.70","1,398.30","1,383.00",163.76K,0.16%
2010-12-02,1389.3,"1,387.60","1,399.70","1,383.80",134.39K,0.07%
2010-12-03,1406.2,"1,387.10","1,417.00","1,385.30",159.64K,1.22%
2010-12-06,1416.1,"1,415.10","1,429.40","1,409.80",144.12K,0.70%
2010-12-07,1409.0,"1,426.00","1,432.50","1,396.70",206.64K,-0.50%
2010-12-08,1383.2,"1,401.30","1,405.40","1,372.10",218.90K,-1.83%
2010-12-09,1392.8,"1,383.00","1,395.60","1,381.10",125.99K,0.69%
2010-12-10,1384.9,"1,388.30","1,393.00","1,372.70",133.23K,-0.57%
2010-12-13,1398.0,"1,385.00","1,400.20","1,380.80",112.38K,0.95%
2010-12-14,1404.3,"1,395.20","1,408.90","1,392.40",134.95K,0.45%
2010-12-15,1386.2,"1,396.70","1,398.00","1,378.20",151.37K,-1.29%
2010-12-16,1371.0,"1,378.90","1,387.30","1,361.60",179.53K,-1.10%
2010-12-17,1379.2,"1,370.40","1,379.80","1,365.40",104.81K,0.60%
2010-12-20,1386.1,"1,378.90","1,388.90","1,376.60",96.16K,0.50%
2010-12-21,1388.8,"1,386.10","1,393.00","1,381.40",83.43K,0.19%
2010-12-22,1387.4,"1,386.30","1,391.70","1,383.50",61.95K,-0.10%
2010-12-23,1380.5,"1,386.10","1,389.00","1,372.60",81.03K,-0.50%
2010-12-27,1382.9,"1,378.90","1,387.00","1,372.70",44.35K,0.17%
2010-12-28,1405.6,"1,384.20","1,407.50","1,383.10",105.80K,1.64%
2010-12-29,1413.5,"1,406.90","1,414.90","1,401.50",75.10K,0.56%
2010-12-30,1405.9,"1,412.20","1,415.40","1,403.50",64.92K,-0.54%
2010-12-31,1421.4,"1,405.00","1,422.00","1,404.60",44.81K,1.10%
2011-01-03,1422.9,"1,420.40","1,424.40","1,413.10",77.20K,0.11%
2011-01-04,1378.8,"1,414.80","1,417.80","1,375.00",211.91K,-3.10%
2011-01-05,1373.7,"1,380.70","1,385.20","1,364.00",202.34K,-0.37%
2011-01-06,1371.7,"1,376.40","1,380.00","1,364.30",173.24K,-0.15%
2011-01-07,1368.9,"1,371.70","1,379.00","1,352.70",223.83K,-0.20%
2011-01-10,1374.1,"1,369.80","1,376.40","1,365.00",118.86K,0.38%
2011-01-11,1384.3,"1,375.70","1,386.80","1,372.40",152.15K,0.74%
2011-01-12,1385.8,"1,381.10","1,389.00","1,376.30",147.50K,0.11%
2011-01-13,1387.0,"1,387.10","1,392.90","1,369.10",202.00K,0.09%
2011-01-14,1360.5,"1,373.60","1,377.80","1,354.60",200.39K,-1.91%
2011-01-17,1368.2,"1,361.20","1,376.00","1,356.80",165.11K,0.57%
2011-01-19,1370.2,"1,367.80","1,378.90","1,365.50",137.09K,0.15%
2011-01-20,1346.5,"1,369.90","1,370.90","1,342.40",242.89K,-1.73%
2011-01-21,1341.0,"1,345.50","1,349.70","1,337.00",161.57K,-0.41%
2011-01-24,1344.5,"1,343.00","1,352.40","1,331.80",182.11K,0.26%
2011-01-25,1332.3,"1,333.80","1,338.00","1,321.90",227.63K,-0.91%
2011-01-26,1333.0,"1,331.50","1,346.40","1,324.30",208.00K,0.05%
2011-01-27,1318.4,"1,345.90","1,347.50","1,309.70",210.70K,-1.10%
2011-01-28,1341.7,"1,314.90","1,348.00","1,309.10",251.01K,1.77%
2011-01-31,1334.5,"1,338.80","1,347.20","1,323.60",156.13K,-0.54%
2011-02-01,1340.3,"1,334.00","1,344.10","1,326.00",146.59K,0.43%
2011-02-02,1332.1,"1,343.50","1,345.60","1,327.30",109.74K,-0.61%
2011-02-03,1353.0,"1,336.00","1,356.60","1,325.40",189.23K,1.57%
2011-02-04,1349.0,"1,356.40","1,361.00","1,345.50",141.18K,-0.30%
2011-02-07,1348.2,"1,348.10","1,354.50","1,344.10",79.09K,-0.06%
2011-02-08,1364.1,"1,352.90","1,368.70","1,348.90",135.35K,1.18%
2011-02-09,1365.5,"1,363.80","1,367.70","1,358.30",109.18K,0.10%
2011-02-10,1362.5,"1,364.20","1,366.80","1,351.40",120.57K,-0.22%
2011-02-11,1360.4,"1,364.00","1,369.70","1,354.30",128.13K,-0.15%
2011-02-14,1365.1,"1,358.20","1,367.50","1,354.40",102.41K,0.35%
2011-02-15,1374.1,"1,362.10","1,377.50","1,361.30",111.11K,0.66%
2011-02-16,1375.1,"1,374.30","1,382.70","1,368.30",133.59K,0.07%
2011-02-17,1385.1,"1,376.50","1,385.80","1,374.60",97.40K,0.73%
2011-02-18,1388.6,"1,385.40","1,392.60","1,382.00",113.56K,0.25%
2011-02-21,1401.1,"1,390.10","1,411.50","1,390.10",222.81K,0.90%
2011-02-23,1414.0,"1,399.40","1,417.30","1,396.00",153.79K,0.92%
2011-02-24,1415.8,"1,412.10","1,418.80","1,392.20",187.39K,0.13%
2011-02-25,1409.3,"1,401.90","1,412.40","1,400.10",120.51K,-0.46%
2011-02-28,1409.9,"1,411.20","1,417.00","1,405.20",115.32K,0.04%
2011-03-01,1431.2,"1,411.60","1,435.60","1,409.80",169.54K,1.51%
2011-03-02,1437.7,"1,434.90","1,441.00","1,428.20",160.58K,0.45%
2011-03-03,1416.4,"1,436.50","1,436.90","1,410.60",202.80K,-1.48%
2011-03-04,1428.6,"1,415.70","1,434.00","1,413.80",141.35K,0.86%
2011-03-07,1434.5,"1,435.00","1,445.70","1,428.30",170.66K,0.41%
2011-03-08,1427.2,"1,432.30","1,437.20","1,423.60",129.91K,-0.51%
2011-03-09,1429.6,"1,429.70","1,436.80","1,423.20",126.01K,0.17%
2011-03-10,1412.5,"1,431.10","1,431.80","1,403.00",204.14K,-1.20%
2011-03-11,1421.8,"1,411.80","1,424.60","1,404.80",171.58K,0.66%
2011-03-14,1424.9,"1,421.90","1,433.50","1,418.20",107.16K,0.22%
2011-03-15,1392.8,"1,428.90","1,429.00","1,380.70",248.09K,-2.25%
2011-03-16,1396.1,"1,394.80","1,406.60","1,392.30",151.89K,0.24%
2011-03-17,1404.2,"1,400.00","1,405.40","1,386.80",109.18K,0.58%
2011-03-18,1416.1,"1,404.90","1,424.10","1,402.20",135.87K,0.85%
2011-03-21,1426.4,"1,424.20","1,435.10","1,423.50",129.78K,0.73%
2011-03-22,1427.6,"1,427.30","1,432.30","1,419.50",124.76K,0.08%
2011-03-23,1438.0,"1,428.90","1,441.20","1,425.80",138.33K,0.73%
2011-03-24,1434.9,"1,438.00","1,448.60","1,423.70",187.09K,-0.22%
2011-03-25,1426.2,"1,433.50","1,438.10","1,422.00",182.74K,-0.61%
2011-03-28,1419.9,"1,428.50","1,430.00","1,410.10",178.88K,-0.44%
2011-03-29,1416.2,"1,421.00","1,423.50","1,411.00",135.79K,-0.26%
2011-03-30,1424.9,"1,420.20","1,431.70","1,413.10",160.22K,0.61%
2011-03-31,1439.9,"1,424.40","1,441.00","1,421.70",129.31K,1.05%
2011-04-01,1428.9,"1,433.80","1,437.80","1,413.50",165.28K,-0.76%
2011-04-04,1433.0,"1,430.00","1,440.30","1,429.10",83.87K,0.29%
2011-04-05,1452.5,"1,435.60","1,458.60","1,431.00",166.36K,1.36%
2011-04-06,1458.5,"1,458.20","1,463.70","1,452.50",131.98K,0.41%
2011-04-07,1459.3,"1,460.10","1,466.50","1,453.70",109.29K,0.05%
2011-04-08,1474.1,"1,459.80","1,476.40","1,457.70",123.69K,1.01%
2011-04-11,1468.1,"1,476.30","1,478.00","1,460.20",110.66K,-0.41%
2011-04-12,1453.6,"1,465.20","1,468.50","1,445.00",186.45K,-0.99%
2011-04-13,1455.6,"1,454.00","1,463.70","1,452.00",121.24K,0.14%
2011-04-14,1472.4,"1,458.10","1,476.70","1,453.20",166.79K,1.15%
2011-04-15,1486.0,"1,476.60","1,489.10","1,472.20",160.62K,0.92%
2011-04-18,1492.9,"1,488.00","1,498.60","1,477.80",199.12K,0.46%
2011-04-19,1495.1,"1,496.60","1,500.50","1,488.20",131.69K,0.15%
2011-04-20,1498.9,"1,496.10","1,506.50","1,493.80",147.87K,0.25%
2011-04-21,1503.8,"1,502.00","1,509.60","1,500.40",127.27K,0.33%
2011-04-25,1509.1,"1,510.70","1,519.20","1,502.20",123.69K,0.35%
2011-04-26,1503.5,"1,507.20","1,508.50","1,492.00",145.62K,-0.37%
2011-04-27,1517.1,"1,506.90","1,530.70","1,503.30",170.04K,0.90%
2011-04-28,1531.2,"1,527.80","1,538.80","1,523.90",183.54K,0.93%
2011-04-29,1556.4,"1,535.30","1,569.80","1,532.10",157.18K,1.65%
2011-05-02,1557.1,"1,566.80","1,577.40","1,540.30",211.66K,0.04%
2011-05-03,1540.4,"1,545.20","1,551.40","1,516.20",206.73K,-1.07%
2011-05-04,1515.3,"1,537.70","1,543.50","1,505.50",242.22K,-1.63%
